Fecha,Tasas de interés - Rendimiento del Bono del gobierno peruano a 10 años (en S/)
03Set21,6.25
06Set21,6.25
07Set21,6.30
08Set21,6.40
09Set21,6.40
10Set21,6.46
13Set21,6.43
14Set21,6.37
15Set21,6.43
16Set21,6.40
17Set21,6.36
20Set21,6.30
21Set21,6.27
22Set21,6.27
23Set21,6.27
24Set21,6.30
27Set21,6.38
28Set21,6.41
29Set21,6.43
30Set21,6.44
01Oct21,6.37
04Oct21,6.33
05Oct21,6.18
06Oct21,6.14
07Oct21,5.92
08Oct21,n.d.
11Oct21,5.95
12Oct21,5.76
13Oct21,5.78
14Oct21,5.71
15Oct21,5.83
18Oct21,5.95
19Oct21,5.90
20Oct21,5.92
21Oct21,5.94
22Oct21,5.88
25Oct21,5.88
26Oct21,5.95
27Oct21,5.95
28Oct21,5.83
29Oct21,5.82
01Nov21,n.d.
02Nov21,5.82
03Nov21,5.90
04Nov21,5.84
05Nov21,5.73
08Nov21,5.74
09Nov21,5.80
10Nov21,5.87
11Nov21,5.85
12Nov21,5.85
15Nov21,5.80
16Nov21,5.87
17Nov21,5.83
18Nov21,5.87
19Nov21,5.86
22Nov21,5.90
23Nov21,5.97
24Nov21,5.97
25Nov21,5.96
26Nov21,5.88
29Nov21,5.92
30Nov21,5.95
01Dic21,5.98
02Dic21,5.98
03Dic21,5.98
06Dic21,5.96
07Dic21,5.91
08Dic21,n.d.
09Dic21,5.93
10Dic21,5.89
13Dic21,5.88
14Dic21,5.89
15Dic21,5.91
16Dic21,5.90
17Dic21,5.92
20Dic21,5.95
21Dic21,6.00
22Dic21,5.97
23Dic21,5.94
24Dic21,5.92
27Dic21,5.89
28Dic21,5.86
29Dic21,5.90
30Dic21,5.93
31Dic21,5.87
03Ene22,5.94
04Ene22,5.96
05Ene22,6.00
06Ene22,6.02
07Ene22,6.05
10Ene22,6.12
11Ene22,6.05
12Ene22,6.04
13Ene22,6.07
14Ene22,6.12
17Ene22,6.13
18Ene22,6.19
19Ene22,6.16
20Ene22,6.09
21Ene22,6.04
24Ene22,6.08
25Ene22,6.08
26Ene22,6.08
27Ene22,6.10
28Ene22,6.11
31Ene22,6.13
01Feb22,6.15
02Feb22,6.08
03Feb22,6.08
04Feb22,6.10
07Feb22,6.12
08Feb22,6.07
09Feb22,6.04
10Feb22,6.10
11Feb22,6.08
14Feb22,6.08
15Feb22,6.10
16Feb22,6.06
17Feb22,6.00
18Feb22,6.03
21Feb22,6.05
22Feb22,6.00
23Feb22,6.00
24Feb22,6.04
25Feb22,6.07
28Feb22,6.17
01Mar22,6.22
02Mar22,6.26
03Mar22,6.33
04Mar22,6.45
07Mar22,6.64
08Mar22,6.67
09Mar22,6.65
10Mar22,6.72
11Mar22,6.65
14Mar22,6.72
15Mar22,6.67
16Mar22,6.63
17Mar22,6.56
18Mar22,6.52
21Mar22,6.57
22Mar22,6.61
23Mar22,6.61
24Mar22,6.75
25Mar22,6.90
28Mar22,6.81
29Mar22,6.65
30Mar22,6.61
31Mar22,6.55
01Abr22,6.72
04Abr22,6.79
05Abr22,6.86
06Abr22,6.94
07Abr22,6.93
08Abr22,6.98
11Abr22,7.08
12Abr22,7.20
13Abr22,7.29
14Abr22,n.d.
15Abr22,n.d.
18Abr22,7.39
19Abr22,7.48
20Abr22,7.56
21Abr22,7.67
22Abr22,7.75
25Abr22,8.00
26Abr22,8.06
27Abr22,7.80
28Abr22,7.72
29Abr22,7.87
02May22,8.00
03May22,7.94
04May22,7.94
05May22,8.16
06May22,8.41
09May22,8.40
10May22,8.24
11May22,8.16
12May22,8.06
13May22,8.00
16May22,7.91
17May22,7.99
18May22,8.00
19May22,7.93
20May22,7.88
23May22,7.86
24May22,7.73
25May22,7.58
26May22,7.50
27May22,7.48
30May22,7.51
31May22,7.64
01Jun22,7.63
02Jun22,7.70
03Jun22,7.73
06Jun22,7.85
07Jun22,7.77
08Jun22,7.83
09Jun22,7.85
10Jun22,7.92
13Jun22,8.08
14Jun22,8.12
15Jun22,8.05
16Jun22,7.92
17Jun22,7.88
20Jun22,7.80
21Jun22,7.85
22Jun22,7.88
23Jun22,7.78
24Jun22,7.83
27Jun22,7.85
28Jun22,7.84
29Jun22,n.d.
30Jun22,7.86
01Jul22,7.82
04Jul22,7.83
05Jul22,7.80
06Jul22,7.70
07Jul22,7.92
08Jul22,8.10
11Jul22,8.18
12Jul22,8.42
13Jul22,8.39
14Jul22,8.45
15Jul22,8.44
18Jul22,8.49
19Jul22,8.57
20Jul22,8.55
21Jul22,8.49
22Jul22,8.34
25Jul22,8.19
26Jul22,8.19
27Jul22,8.24
28Jul22,n.d.
29Jul22,n.d.
01Ago22,8.00
02Ago22,8.00
03Ago22,8.01
04Ago22,7.89
05Ago22,7.98
08Ago22,7.90
09Ago22,7.91
10Ago22,7.83
11Ago22,7.86
12Ago22,7.82
15Ago22,7.74
16Ago22,7.75
17Ago22,7.80
18Ago22,7.79
19Ago22,7.87
22Ago22,7.98
23Ago22,7.98
24Ago22,8.01
25Ago22,7.94
26Ago22,7.96
29Ago22,7.99
30Ago22,n.d.
31Ago22,7.98
01Set22,8.16
02Set22,8.13
05Set22,8.16
06Set22,8.28
07Set22,8.27
08Set22,8.26
09Set22,8.15
12Set22,8.08
13Set22,8.12
14Set22,8.17
15Set22,8.19
16Set22,8.19
19Set22,8.19
20Set22,8.28
21Set22,8.24
22Set22,8.28
23Set22,8.35
26Set22,8.48
27Set22,8.55
28Set22,8.64
29Set22,8.76
30Set22,8.80
03Oct22,8.70
04Oct22,8.68
05Oct22,n.d.
06Oct22,8.68
07Oct22,8.62
10Oct22,8.66
11Oct22,8.70
12Oct22,8.77
13Oct22,8.76
14Oct22,8.77
17Oct22,8.69
18Oct22,8.61
19Oct22,8.65
20Oct22,8.67
21Oct22,8.64
24Oct22,8.68
25Oct22,8.62
26Oct22,8.55
27Oct22,8.49
28Oct22,8.51
31Oct22,8.41
01Nov22,n.d.
02Nov22,8.23
03Nov22,8.24
04Nov22,8.13
07Nov22,7.94
08Nov22,7.74
09Nov22,7.71
10Nov22,7.53
11Nov22,7.62
14Nov22,7.73
15Nov22,7.87
16Nov22,7.94
17Nov22,8.00
18Nov22,8.03
21Nov22,7.95
22Nov22,7.88
23Nov22,7.89
24Nov22,7.80
25Nov22,7.80
28Nov22,7.77
29Nov22,7.73
30Nov22,7.63
01Dic22,7.60
02Dic22,7.64
05Dic22,7.66
06Dic22,7.60
07Dic22,7.80
08Dic22,n.d.
09Dic22,n.d.
12Dic22,n.d.
13Dic22,7.72
14Dic22,7.79
15Dic22,7.82
16Dic22,7.96
19Dic22,8.07
20Dic22,8.06
21Dic22,8.00
22Dic22,7.97
23Dic22,7.97
26Dic22,7.94
27Dic22,7.93
28Dic22,7.97
29Dic22,7.98
30Dic22,7.98
02Ene23,n.d.
03Ene23,8.01
04Ene23,8.00
05Ene23,7.99
06Ene23,7.91
09Ene23,7.67
10Ene23,7.78
11Ene23,7.78
12Ene23,7.77
13Ene23,7.94
16Ene23,8.05
17Ene23,8.04
18Ene23,8.00
19Ene23,8.03
20Ene23,7.98
23Ene23,7.96
24Ene23,8.09
25Ene23,n.d.
26Ene23,n.d.
27Ene23,n.d.
30Ene23,8.05
31Ene23,8.09
01Feb23,7.95
02Feb23,7.80
03Feb23,7.80
06Feb23,7.84
07Feb23,7.84
08Feb23,7.88
09Feb23,7.87
10Feb23,7.77
13Feb23,n.d.
14Feb23,n.d.
15Feb23,7.88
16Feb23,7.94
17Feb23,7.86
20Feb23,n.d.
21Feb23,7.88
22Feb23,7.83
23Feb23,7.86
24Feb23,8.07
27Feb23,7.99
28Feb23,8.00
01Mar23,7.96
02Mar23,8.07
03Mar23,8.07
06Mar23,8.07
07Mar23,8.05
08Mar23,8.05
09Mar23,8.00
10Mar23,7.87
13Mar23,7.77
14Mar23,7.78
15Mar23,7.62
16Mar23,7.70
17Mar23,7.57
20Mar23,7.55
21Mar23,7.57
22Mar23,7.55
23Mar23,7.42
24Mar23,7.42
27Mar23,7.47
28Mar23,7.47
29Mar23,7.48
30Mar23,7.46
31Mar23,7.51
03Abr23,7.53
04Abr23,7.48
05Abr23,7.45
06Abr23,n.d.
07Abr23,n.d.
10Abr23,7.50
11Abr23,7.51
12Abr23,7.48
13Abr23,7.48
14Abr23,7.52
17Abr23,7.57
18Abr23,n.d.
19Abr23,n.d.
20Abr23,n.d.
21Abr23,n.d.
24Abr23,7.45
25Abr23,7.41
26Abr23,7.43
27Abr23,7.49
28Abr23,7.49
01May23,n.d.
02May23,7.51
03May23,7.44
04May23,7.43
05May23,7.33
08May23,7.26
09May23,7.19
10May23,7.14
11May23,7.19
12May23,7.19
15May23,7.11
16May23,7.24
17May23,7.27
18May23,7.31
19May23,7.41
22May23,7.44
23May23,7.35
24May23,7.33
25May23,7.29
26May23,7.21
29May23,7.21
30May23,7.15
31May23,7.05
01Jun23,7.23
02Jun23,7.27
05Jun23,7.29
06Jun23,7.29
07Jun23,7.31
08Jun23,7.22
09Jun23,7.16
12Jun23,7.13
13Jun23,7.13
14Jun23,7.09
15Jun23,7.08
16Jun23,7.02
19Jun23,6.95
20Jun23,6.93
21Jun23,6.92
22Jun23,6.96
23Jun23,6.95
26Jun23,6.95
27Jun23,6.94
28Jun23,6.88
29Jun23,n.d.
30Jun23,6.85
03Jul23,6.66
04Jul23,6.60
05Jul23,6.66
06Jul23,6.79
07Jul23,6.78
10Jul23,6.80
11Jul23,n.d.
12Jul23,n.d.
13Jul23,6.67
14Jul23,6.73
17Jul23,6.78
18Jul23,6.79
19Jul23,6.76
20Jul23,6.79
21Jul23,6.83
24Jul23,6.83
25Jul23,6.78
26Jul23,6.76
27Jul23,6.81
28Jul23,n.d.
31Jul23,6.72
01Ago23,6.74
02Ago23,6.82
03Ago23,6.94
04Ago23,6.89
07Ago23,6.88
08Ago23,6.81
09Ago23,6.76
10Ago23,6.68
11Ago23,6.68
14Ago23,6.74
15Ago23,6.77
16Ago23,6.80
17Ago23,6.90
18Ago23,6.98
21Ago23,7.08
22Ago23,7.07
23Ago23,6.96
24Ago23,6.91
25Ago23,6.90
28Ago23,6.84
29Ago23,6.74
30Ago23,n.d.
31Ago23,6.68
01Set23,6.79
04Set23,6.87
05Set23,6.88
06Set23,6.98
07Set23,6.93
08Set23,6.85
11Set23,6.83
12Set23,6.83
13Set23,6.83
14Set23,6.81
15Set23,6.75
18Set23,6.79
19Set23,6.91
20Set23,6.88
21Set23,7.02
22Set23,6.97
25Set23,7.15
26Set23,7.22
27Set23,7.45
28Set23,7.37
29Set23,7.23
02Oct23,7.34
03Oct23,7.48
04Oct23,7.50
05Oct23,7.57
06Oct23,7.56
09Oct23,7.52
10Oct23,7.48
11Oct23,7.53
12Oct23,7.65
13Oct23,7.68
16Oct23,7.72
17Oct23,7.69
18Oct23,7.72
19Oct23,7.75
20Oct23,7.76
23Oct23,7.73
24Oct23,7.66
25Oct23,7.71
26Oct23,7.68
27Oct23,7.69
30Oct23,7.66
31Oct23,7.66
01Nov23,n.d.
02Nov23,7.32
03Nov23,7.29
06Nov23,7.25
07Nov23,7.23
08Nov23,7.14
09Nov23,7.16
10Nov23,7.18
13Nov23,7.20
14Nov23,7.08
15Nov23,7.13
16Nov23,7.11
17Nov23,7.12
20Nov23,7.08
21Nov23,7.06
22Nov23,7.09
23Nov23,7.15
24Nov23,7.18
27Nov23,7.22
28Nov23,7.24
29Nov23,7.18
30Nov23,7.20
01Dic23,7.10
04Dic23,7.10
05Dic23,7.04
06Dic23,6.88
07Dic23,6.92
08Dic23,n.d.
11Dic23,7.06
12Dic23,7.08
13Dic23,6.97
14Dic23,6.75
15Dic23,6.77
18Dic23,6.80
19Dic23,6.82
20Dic23,6.79
21Dic23,6.80
22Dic23,6.80
25Dic23,n.d.
26Dic23,6.79
27Dic23,6.68
28Dic23,6.66
29Dic23,6.69
01Ene24,n.d.
02Ene24,n.d.
03Ene24,6.78
04Ene24,6.84
05Ene24,6.85
08Ene24,6.82
09Ene24,6.79
10Ene24,6.72
11Ene24,6.63
12Ene24,6.55
15Ene24,6.56
16Ene24,6.59
17Ene24,6.67
18Ene24,6.69
19Ene24,6.66
22Ene24,6.61
23Ene24,6.63
24Ene24,6.65
25Ene24,6.64
26Ene24,6.68
29Ene24,6.66
30Ene24,6.65
31Ene24,6.60
01Feb24,6.53
02Feb24,6.70
05Feb24,6.93
06Feb24,6.74
07Feb24,6.70
08Feb24,6.73
09Feb24,6.71
12Feb24,6.71
13Feb24,6.77
14Feb24,6.74
15Feb24,6.70
16Feb24,6.70
19Feb24,6.70
20Feb24,6.71
21Feb24,6.74
22Feb24,6.76
23Feb24,6.81
26Feb24,6.89
27Feb24,6.86
28Feb24,6.84
29Feb24,6.86
01Mar24,6.83
04Mar24,6.88
05Mar24,6.90
06Mar24,6.95
07Mar24,6.94
08Mar24,6.97
11Mar24,7.02
12Mar24,7.04
13Mar24,6.99
14Mar24,7.02
15Mar24,6.96
18Mar24,6.99
19Mar24,6.98
20Mar24,7.02
21Mar24,7.00
22Mar24,6.94
25Mar24,7.01
26Mar24,7.33
27Mar24,7.34
28Mar24,n.d.
29Mar24,n.d.
01Abr24,7.54
02Abr24,7.49
03Abr24,7.20
04Abr24,7.16
05Abr24,7.22
08Abr24,7.25
09Abr24,7.28
10Abr24,7.38
11Abr24,7.45
12Abr24,7.35
15Abr24,7.46
16Abr24,7.60
17Abr24,7.58
18Abr24,7.59
19Abr24,7.50
22Abr24,7.34
23Abr24,7.30
24Abr24,7.34
25Abr24,7.36
26Abr24,7.37
29Abr24,7.36
30Abr24,7.29
01May24,n.d.
02May24,7.22
03May24,7.10
06May24,7.10
07May24,7.05
08May24,7.13
09May24,7.13
10May24,7.12
13May24,7.09
14May24,7.11
15May24,7.06
16May24,7.06
17May24,7.06
20May24,7.07
21May24,7.05
22May24,7.09
23May24,7.12
24May24,7.09
27May24,7.04
28May24,7.11
29May24,7.11
30May24,7.13
31May24,7.06
03Jun24,7.00
04Jun24,7.00
05Jun24,7.01
06Jun24,6.99
07Jun24,n.d.
10Jun24,7.06
11Jun24,7.06
12Jun24,7.04
13Jun24,7.04
14Jun24,7.06
17Jun24,7.09
18Jun24,7.17
19Jun24,7.19
20Jun24,7.18
21Jun24,7.17
24Jun24,7.16
25Jun24,7.15
26Jun24,7.16
27Jun24,7.09
28Jun24,7.06
01Jul24,7.10
02Jul24,7.11
03Jul24,7.07
04Jul24,7.06
05Jul24,7.03
08Jul24,7.04
09Jul24,7.05
10Jul24,6.98
11Jul24,6.90
12Jul24,6.86
15Jul24,6.89
16Jul24,6.89
17Jul24,6.88
18Jul24,6.91
19Jul24,6.96
22Jul24,6.95
23Jul24,n.d.
24Jul24,6.98
25Jul24,6.96
26Jul24,n.d.
29Jul24,n.d.
30Jul24,6.93
31Jul24,6.90
01Ago24,6.79
02Ago24,6.69
05Ago24,6.73
06Ago24,n.d.
07Ago24,6.70
08Ago24,6.62
09Ago24,6.55
12Ago24,n.d.
13Ago24,n.d.
14Ago24,n.d.
15Ago24,n.d.
16Ago24,6.55
19Ago24,6.53
20Ago24,6.53
21Ago24,6.55
22Ago24,6.59
23Ago24,6.53
26Ago24,6.54
27Ago24,6.56
28Ago24,6.55
29Ago24,6.54
30Ago24,n.d.
02Set24,6.55
03Set24,6.55
04Set24,6.53
05Set24,6.52
06Set24,6.48
09Set24,6.43
10Set24,6.44
11Set24,6.40
12Set24,6.42
13Set24,6.39
16Set24,6.33
17Set24,6.29
18Set24,6.25
19Set24,6.22
20Set24,6.23
23Set24,6.25
24Set24,6.28
25Set24,6.29
26Set24,6.29
27Set24,6.24
30Set24,6.22
01Oct24,6.22
02Oct24,6.28
03Oct24,6.39
04Oct24,6.43
07Oct24,6.50
08Oct24,n.d.
09Oct24,6.53
10Oct24,6.51
11Oct24,6.43
14Oct24,6.41
15Oct24,6.36
16Oct24,6.37
17Oct24,6.43
18Oct24,6.44
21Oct24,6.59
22Oct24,6.64
23Oct24,6.67
24Oct24,6.61
25Oct24,6.63
28Oct24,6.66
29Oct24,6.77
30Oct24,6.80
31Oct24,6.82
01Nov24,n.d.
04Nov24,6.74
05Nov24,6.75
06Nov24,6.78
07Nov24,6.68
08Nov24,6.62
11Nov24,6.64
12Nov24,6.70
13Nov24,6.69
14Nov24,6.67
15Nov24,6.70
18Nov24,6.70
19Nov24,6.73
20Nov24,6.75
21Nov24,6.72
22Nov24,6.69
25Nov24,6.57
26Nov24,6.59
27Nov24,6.54
28Nov24,6.56
29Nov24,6.56
02Dic24,6.57
03Dic24,6.56
04Dic24,6.53
05Dic24,6.54
06Dic24,6.54
09Dic24,6.55
10Dic24,6.55
11Dic24,6.53
12Dic24,6.57
13Dic24,6.60
16Dic24,6.62
17Dic24,6.63
18Dic24,6.67
19Dic24,6.77
20Dic24,n.d.
23Dic24,6.74
24Dic24,6.73
25Dic24,n.d.
26Dic24,6.71
27Dic24,6.68
30Dic24,6.62
31Dic24,n.d.
01Ene25,n.d.
02Ene25,6.65
03Ene25,6.69
06Ene25,6.71
07Ene25,6.69
08Ene25,6.69
09Ene25,6.69
10Ene25,6.69
13Ene25,6.70
14Ene25,6.76
15Ene25,6.63
16Ene25,6.63
17Ene25,6.63
20Ene25,6.65
21Ene25,6.67
22Ene25,6.72
23Ene25,6.76
24Ene25,6.73
27Ene25,6.73
28Ene25,6.71
29Ene25,6.69
30Ene25,6.66
31Ene25,6.70
03Feb25,6.67
04Feb25,6.63
05Feb25,6.60
06Feb25,6.52
07Feb25,6.46
10Feb25,6.42
11Feb25,6.47
12Feb25,6.53
13Feb25,6.49
14Feb25,6.46
17Feb25,6.46
18Feb25,6.48
19Feb25,6.49
20Feb25,6.47
21Feb25,6.43
24Feb25,6.42
25Feb25,6.36
26Feb25,6.33
27Feb25,6.34
28Feb25,6.42
03Mar25,6.44
04Mar25,6.44
05Mar25,6.47
06Mar25,6.45
07Mar25,6.46
10Mar25,6.48
11Mar25,6.48
12Mar25,6.47
13Mar25,6.45
14Mar25,6.42
17Mar25,6.36
18Mar25,6.39
19Mar25,6.39
20Mar25,6.42
21Mar25,6.42
24Mar25,6.48
25Mar25,6.51
26Mar25,6.58
27Mar25,6.68
28Mar25,6.71
31Mar25,6.69
01Abr25,6.69
02Abr25,6.61
03Abr25,6.43
04Abr25,6.39
07Abr25,6.55
08Abr25,6.61
09Abr25,6.59
10Abr25,6.67
11Abr25,6.63
14Abr25,6.63
15Abr25,6.64
16Abr25,6.63
17Abr25,n.d.
18Abr25,n.d.
21Abr25,6.67
22Abr25,6.71
23Abr25,6.66
24Abr25,6.63
25Abr25,6.63
28Abr25,6.63
29Abr25,6.53
30Abr25,6.55
01May25,n.d.
02May25,6.57
05May25,6.60
06May25,6.59
07May25,6.53
08May25,6.54
09May25,6.40
12May25,6.39
13May25,6.37
14May25,6.42
15May25,6.37
16May25,6.41
19May25,6.43
20May25,6.48
21May25,6.54
22May25,6.57
23May25,6.58
26May25,6.54
27May25,6.48
28May25,6.46
29May25,6.45
30May25,6.50
02Jun25,6.51
03Jun25,6.52
04Jun25,6.45
05Jun25,6.59
06Jun25,6.63
09Jun25,6.61
10Jun25,6.58
11Jun25,6.49
12Jun25,6.35
13Jun25,6.40
16Jun25,6.39
17Jun25,6.40
18Jun25,6.39
19Jun25,6.39
20Jun25,6.37
23Jun25,6.37
24Jun25,6.31
25Jun25,6.26
26Jun25,6.23
27Jun25,6.24
30Jun25,6.17
01Jul25,6.13
02Jul25,6.10
03Jul25,6.11
04Jul25,6.13
07Jul25,6.14
08Jul25,6.14
09Jul25,6.13
10Jul25,6.15
11Jul25,6.17
14Jul25,6.18
15Jul25,6.23
16Jul25,6.27
17Jul25,6.28
18Jul25,6.30
21Jul25,6.27
22Jul25,6.24
23Jul25,n.d.
24Jul25,6.21
25Jul25,6.18
28Jul25,n.d.
29Jul25,n.d.
30Jul25,6.18
31Jul25,6.21
01Ago25,6.12
04Ago25,6.08
05Ago25,6.04
06Ago25,5.97
07Ago25,5.97
08Ago25,5.98
11Ago25,5.96
12Ago25,5.94
13Ago25,5.93
14Ago25,5.95
15Ago25,5.96
18Ago25,6.01
19Ago25,6.01
20Ago25,6.06
21Ago25,6.10
22Ago25,6.01
25Ago25,6.05
26Ago25,6.06
27Ago25,6.05
28Ago25,6.04
29Ago25,6.02
01Set25,6.23
02Set25,6.26
03Set25,6.21
04Set25,6.18
05Set25,6.08
08Set25,6.07
09Set25,6.09
10Set25,6.02
11Set25,5.99
12Set25,6.00
15Set25,6.15
16Set25,6.21
17Set25,6.15
18Set25,6.14
19Set25,6.14
22Set25,6.14
23Set25,6.13
24Set25,6.14
25Set25,6.15
26Set25,6.15
29Set25,6.09
30Set25,6.05
01Oct25,6.05
02Oct25,6.05
03Oct25,6.09
06Oct25,6.15
07Oct25,6.12
08Oct25,n.d.
09Oct25,6.18
10Oct25,6.23
13Oct25,6.23
14Oct25,6.21
15Oct25,6.17
16Oct25,6.14
17Oct25,6.12
20Oct25,6.08
21Oct25,6.07
22Oct25,6.10
23Oct25,6.09
24Oct25,6.04
27Oct25,6.05
28Oct25,6.01
29Oct25,6.04
30Oct25,6.05
31Oct25,6.06
03Nov25,6.06
04Nov25,6.06
05Nov25,6.05
06Nov25,6.01
07Nov25,6.04
10Nov25,6.05
11Nov25,6.05
12Nov25,6.04
13Nov25,6.05
14Nov25,6.09
17Nov25,6.08
18Nov25,6.04
19Nov25,5.99
20Nov25,6.00
21Nov25,5.94
24Nov25,5.92
25Nov25,5.90
26Nov25,5.90
27Nov25,5.91
28Nov25,5.91
01Dic25,5.94
02Dic25,5.93
03Dic25,5.87
04Dic25,5.85
05Dic25,5.79
08Dic25,n.d.
09Dic25,n.d.
10Dic25,5.83
11Dic25,5.81
12Dic25,5.83
15Dic25,5.76
16Dic25,5.73
17Dic25,5.74
18Dic25,5.75
19Dic25,5.83
22Dic25,5.90
23Dic25,5.86
24Dic25,5.80
25Dic25,n.d.
26Dic25,n.d.
29Dic25,5.89
30Dic25,5.81
31Dic25,5.80
01Ene26,n.d.
02Ene26,n.d.
05Ene26,5.82
06Ene26,5.85
07Ene26,5.86
08Ene26,5.89
09Ene26,5.94
12Ene26,5.95
13Ene26,5.91
14Ene26,5.93
15Ene26,5.97
16Ene26,5.97
19Ene26,5.96
20Ene26,5.92
21Ene26,5.87
22Ene26,5.89
23Ene26,5.88
26Ene26,5.89
27Ene26,5.85
28Ene26,5.80
29Ene26,5.77
30Ene26,5.79
02Feb26,5.80
03Feb26,5.80
04Feb26,5.81
05Feb26,5.73
06Feb26,5.77
09Feb26,5.81
10Feb26,5.80
11Feb26,5.82
12Feb26,5.81
13Feb26,5.80
16Feb26,5.78
17Feb26,5.76
18Feb26,5.78
19Feb26,5.81
20Feb26,5.83
23Feb26,5.79
24Feb26,5.79
25Feb26,5.83
26Feb26,5.85
27Feb26,5.85
02Mar26,5.92
03Mar26,5.99
04Mar26,6.01
05Mar26,6.09
06Mar26,6.14
09Mar26,6.15
10Mar26,6.08
11Mar26,6.09
12Mar26,6.14
13Mar26,6.24
16Mar26,6.26
17Mar26,6.21
18Mar26,6.21
19Mar26,6.31
20Mar26,6.38
23Mar26,6.26
24Mar26,6.33
25Mar26,6.36
26Mar26,6.46
27Mar26,6.54
30Mar26,6.60
31Mar26,6.55
01Abr26,6.55
02Abr26,n.d.
03Abr26,n.d.
06Abr26,6.55
07Abr26,6.55
08Abr26,6.26
09Abr26,6.11
10Abr26,6.11
13Abr26,6.05
14Abr26,6.09
15Abr26,6.29
16Abr26,6.11
17Abr26,6.05
20Abr26,6.03
21Abr26,6.06
22Abr26,6.19
23Abr26,6.20
24Abr26,6.17
27Abr26,6.23
28Abr26,6.20
29Abr26,6.24
30Abr26,6.22
01May26,n.d.
04May26,6.25
05May26,6.27
06May26,6.20
07May26,6.21
08May26,6.21
11May26,6.22
12May26,6.21
13May26,6.21
14May26,6.24
15May26,6.30
18May26,6.32
19May26,6.35
20May26,6.30
21May26,6.26
22May26,6.27
25May26,6.25
26May26,6.27
27May26,6.25
28May26,6.25
29May26,6.19
01Jun26,6.12
02Jun26,6.03
03Jun26,6.05
04Jun26,6.00
05Jun26,6.25
08Jun26,6.10
09Jun26,5.95
10Jun26,6.02
11Jun26,6.05
12Jun26,6.00
15Jun26,6.02
16Jun26,6.05
17Jun26,6.10
18Jun26,6.11
19Jun26,6.14
22Jun26,6.13
23Jun26,6.09
24Jun26,6.08
25Jun26,6.13
26Jun26,6.09
29Jun26,n.d.
30Jun26,6.08
01Jul26,6.07
02Jul26,6.07
03Jul26,6.08
06Jul26,6.10
07Jul26,6.10
08Jul26,6.15
09Jul26,6.12
10Jul26,6.09
13Jul26,6.09
14Jul26,6.03
15Jul26,6.01
16Jul26,6.02
17Jul26,6.05
20Jul26,6.05
21Jul26,6.03
22Jul26,6.04
23Jul26,n.d.
24Jul26,6.05
27Jul26,n.d.
28Jul26,n.d.
29Jul26,n.d.
30Jul26,6.05
31Jul26,6.11
03Ago26,6.18
04Ago26,6.19
05Ago26,6.18
06Ago26,n.d.
07Ago26,6.15
10Ago26,6.14
11Ago26,6.13
12Ago26,6.09
13Ago26,6.08
14Ago26,6.09
17Ago26,6.10
18Ago26,6.19
19Ago26,6.17
20Ago26,6.27
21Ago26,6.26
24Ago26,6.26
25Ago26,6.24
26Ago26,6.24
27Ago26,6.26
28Ago26,6.26
31Ago26,6.31
01Set26,6.33
02Set26,6.34
03Set26,6.33
04Set26,6.34
07Set26,6.35
08Set26,6.36
09Set26,6.38
10Set26,6.48
11Set26,6.49
14Set26,6.53
15Set26,6.59
16Set26,6.60
17Set26,6.59
18Set26,6.60
21Set26,6.56
22Set26,6.52
23Set26,6.62
24Set26,6.67
